종류,학원지정번호,학원명,도로명주소,도로명 상세 주소,분야명,교습계열명,교습과정목록명,,정원합계,일시수용능력합계,,인당수강료,,,,,,,,
학원,3000019047,배우앤배움아트센터학원,서울특별시 서초구 사평대로55길 126,", 2층,3층 (반포동)",기예(대),기예(중),"연기(연극,뮤지컬,오페라)","연기(연극,뮤지컬,오페라)",56,131,,Y,N,6535,개원,20131217,,99991231,20131217,20231224
학원,3000019067,피에스학원,서울특별시 서초구 남부순환로356길 51,", 3층 (양재동,부연빌딩)",국제화,국제,,통역(성인),60,30,,Y,N,137887,개원,20140110,,99991231,20140113,20231018
교습소,3000019179,절대수학교습소,서울특별시 서초구 서초중앙로33길 7,", 7층 (반포동)",입시.검정 및 보습,보통교과,,보습,6,3,,Y,N,137802,개원,20140123,,99991231,20140123,20231018
교습소,3000019182,뉴칸타빌레음악교습소,서울특별시 서초구 양재대로2길 34,", 203호 (우면동, 엘에이치서초3단지)",예능(대),예능(중),,음악,15,5,,Y,N,6768,개원,20140114,,99991231,20140114,20231018
교습소,3000019183,우솔해법영어교습소,서울특별시 서초구 양재대로2길 34,", 201호 (우면동)",입시.검정 및 보습,보통교과,초등영어(basic),보습,81,6,,Y,N,137140,개원,20140114,,99991231,20140114,20231018
학원,3000019207,이루다스피치학원,서울특별시 서초구 서초중앙로 18,", 207호 전체 (서초동, 서초쌍용플래티넘)",기예(대),기예(중),"화술,",화술,30,47,,Y,N,6720,개원,20140121,,99991231,20140121,20231018
학원,3000019373,하이웨이어학원,서울특별시 서초구 효령로29길 39,", 2층 (방배동)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),225,162,,Y,N,6683,개원,20140217,,99991231,20140217,20231018
학원,3000019375,방배아벨수학전문학원,서울특별시 서초구 방배천로 36,", 3층 전체 (방배동, 삼남빌딩)",입시.검정 및 보습,보통교과,보습,보습,48,80,,Y,N,6691,개원,20140211,,99991231,20140211,20231105
학원,3000019381,와이즈만서초학원,서울특별시 서초구 서초중앙로 215,", 홍익대학교 강남관 2층 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,88,191,,Y,N,6593,개원,20140221,,99991231,20140221,20231018
학원,3000019527,제비울학원,서울특별시 서초구 잠원로 148,", 401호 (잠원동,잠원한신아파트)",기타(대),기타(중),,기타(소),12,77,,Y,N,137907,개원,20140310,,99991231,20140310,20231018
학원,3000019668,수학일치학원,서울특별시 서초구 서초중앙로 138,", 702호 (서초동,우림빌딩)",입시.검정 및 보습,보통교과,,보습,34000,1000,,Y,N,137883,개원,20140321,,99991231,20140321,20231119
학원,3000019685,레코드팩토리학원,서울특별시 서초구 효령로52길 57,", 1층~3층 (서초동)",직업기술,문화관광,음반,음반,53,196,,Y,N,6719,개원,20140327,,99991231,20140327,20231018
학원,3000019767,고도문예창작학원,서울특별시 서초구 서초중앙로18길 43,", 5층 (서초동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,70,81,,Y,N,137881,개원,20140401,,99991231,20140401,20231224
학원,3000019775,강남캠벨아카데미어학원,서울특별시 서초구 사임당로 174,", 1202호 전체 (서초동, 강남미래타워)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),800,152,,Y,N,6627,개원,20140325,20180901,20181114,20140325,20231018
학원,3000019776,서초씨앤씨미술학원,서울특별시 서초구 방배로 88,", 3층 일부 (방배동)",예능(대),예능(중),"미술,",미술,570,97,,Y,N,137842,개원,20140328,,99991231,20140328,20231018
학원,3000019849,에이브이에이(AVA)사진학원,서울특별시 서초구 마방로10길 18-16,", 3층 (양재동,진우빌딩)",직업기술,산업응용기술,,사진,28,48,,N,N,137894,개원,20140411,,99991231,20140411,20231018
학원,3000019868,반포스마트러닝센터학원,서울특별시 서초구 서초중앙로31길 16,", 1층 및 2층 (반포동, 에덴스위트A)",기타(대),기타(중),,기타(소),88,81,,Y,N,6593,개원,20140414,,99991231,20140414,20231018
학원,3000019927,오즈액팅연기학원,서울특별시 서초구 효령로31길 58,", 2층 (방배동)",기타(대),기타(중),"연극,",연극,14,74,,Y,N,137843,개원,20140411,,99991231,20140411,20231018
교습소,3000019930,에이플수학교습소,서울특별시 서초구 서운로 207,", 308호좌측 (서초동,삼호종합상가)",입시.검정 및 보습,보통교과,수학,보습,30,3,,Y,N,137786,개원,20140422,,99991231,20140422,20231018
교습소,3000019933,이티씨(ETC)영어교습소,서울특별시 서초구 명달로 52-7,", 4층 402호(서초동)",입시.검정 및 보습,보통교과,,보습,4,9,,Y,N,6708,개원,20140411,,99991231,20140411,20231018
교습소,3000019935,썬(sun)영어교습소,서울특별시 서초구 잠원로 204,", 305호 (잠원동, 한신상가훼미리)",입시.검정 및 보습,보통교과,중등영어,보습,16,4,"중등영어:400000, 고등영어:480000, 영어(초등):300000, 영어(중등):400000, 영어(고등):460000",Y,N,6516,개원,20140418,,99991231,20140418,20231018
교습소,3000019959,피아니스트김민정아카데미방배이화음악교습소,서울특별시 서초구 방배천로18길 11,", B동 203호 (방배동)",예능(대),예능(중),,음악,105,5,"바이엘　:140000, 바이엘　:150000, 바이엘:160000, 바이엘:180000, 체르니100　:150000, 체르니100　:160000, 체르니100　:170000, 체르니100　:180000, 체르니30　:160000, 체르니30　:170000, 체르니30:180000, 체르니30:190000, 체르니40:170000, 체르니40:180000, 체르니40:200000, 작품:220000, 작품:260000, 작품:280000, 작품:130000, 작품:120000, 작품:110000, 중급 체르니30:170000, 중급 체르니30:180000, 고급Ⅰ(입시) 체르니40:170000, 고급Ⅰ(입시) 체르니40:200000, 고급Ⅰ(입시) 체르니40:220000, 고급Ⅰ(입시) 체르니40:240000, 고급Ⅰ(입시) 체르니40:270000, 고급Ⅱ(입시) 체르니50:130000, 고급Ⅱ(입시) 체르니50:120000, 고급Ⅱ(입시) 체르니50:100000",Y,N,137817,개원,20140421,,99991231,20140421,20231018
학원,3000019996,창조적소수미술학원,서울특별시 서초구 서초중앙로 251,", 3층 (반포동)",예능(대),예능(중),"미술,",미술,660,65,,Y,N,6593,개원,20140428,,99991231,20140428,20231018
학원,3000020067,홍익명문미술학원,서울특별시 서초구 신반포로 100,", 515호~517호 (반포동,래미안 퍼스티지 신반포역상가)",예능(대),예능(중),"미술,",미술,228,53,,Y,N,137040,개원,20140502,,99991231,20140502,20231018
교습소,3000020107,상상논술교습소,서울특별시 서초구 고무래로10길 17,", 703호 (반포동)",입시.검정 및 보습,보통교과,,보습?논술,8,8,,Y,N,6593,개원,20140512,,99991231,20140512,20231018
교습소,3000020108,가람과학교습소,서울특별시 서초구 고무래로 32,", 404호 (반포동,반포트라이엄프메딕스빌딩)",입시.검정 및 보습,보통교과,,보습,16,4,,Y,N,137040,개원,20140513,,99991231,20140513,20231018
학원,3000020109,수학캠프수학전문학원,서울특별시 서초구 신반포로 100,", 505호~507호 (반포동,래미안 퍼스티지 신반포역상가)",입시.검정 및 보습,보통교과,"보습,",보습,598,71,,Y,N,137040,개원,20140513,,99991231,20140513,20231018
학원,3000020158,청담아이가르텐학원,서울특별시 서초구 고무래로10길 27,", 5층,6층601호 (반포동)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),154,290,,Y,N,6593,개원,20140520,,99991231,20140520,20240331
학원,3000020197,반포세정2관학원,서울특별시 서초구 반포대로 300,", 4층 일부(남쪽, 북동쪽) (잠원동, 덕성빌딩)",입시.검정 및 보습,보통교과,보습,보습,1600,16,,Y,N,6509,개원,20140521,,99991231,20140521,20231105
학원,3000020258,와이즈만영재입시센터중등학원,서울특별시 서초구 서초중앙로 215,", 홍익대학교 강남관 2층 (반포동)",입시.검정 및 보습,보통교과,"보습,",보습,110,83,,Y,N,6593,개원,20140530,,99991231,20140530,20231018
교습소,3000020261,프라임수학교습소,서울특별시 서초구 신반포로 213,", 519호 (잠원동,반포쇼핑타운)",입시.검정 및 보습,보통교과,,보습,9,3,,Y,N,137908,개원,20140602,,99991231,20140602,20231018
교습소,3000020320,민정아트미술교습소,서울특별시 서초구 신반포로23길 41,", 129호 (잠원동,신반포아파트)",예능(대),예능(중),,미술,4,4,,N,N,137797,개원,20140609,,99991231,20140609,20231018
교습소,3000020321,서래한우리독서논술교습소,서울특별시 서초구 방배로 269,", 203호 (방배동,삼호상가)",입시.검정 및 보습,보통교과,,입시?논술,12,4,,Y,N,137828,개원,20140610,,99991231,20140610,20231018
교습소,3000020348,에스엔케이영어교습소,서울특별시 서초구 신반포로 165,", 2동 530호,531호 (잠원동,반포쇼핑타운)",입시.검정 및 보습,보통교과,,보습,18,9,,N,N,137909,개원,20140612,,99991231,20140612,20231018
학원,3000020391,도르레아트창작소미술학원,서울특별시 서초구 고무래로 90-7,", 507호, 508호 (서초동,서초쇼핑)",예능(대),예능(중),"미술,",미술,50,51,,Y,N,137882,개원,20140617,,99991231,20140617,20231018
학원,3000020393,다비오학원,서울특별시 서초구 태봉로 70,", 403호 (우면동)",입시.검정 및 보습,보통교과,,보습?논술,876,73,,Y,N,137140,개원,20140617,,99991231,20140617,20231018
학원,3000020567,플로아트 플로리스트 아카데미학원,서울특별시 서초구 반포대로22길 14-4,", 2층 (서초동,태성빌딩)",기예(대),기예(중),"공예(종이접기,꽃꽂이,꽃기예),","공예(종이접기,꽃꽂이,꽃기예)",182,50,,Y,N,137872,개원,20140704,,99991231,20140704,20231018
학원,3000020573,디쿨그레이학원,서울특별시 서초구 논현로27길 72,", 2층 (양재동,우경빌딩)",직업기술,산업응용기술,"디자인,",디자인,280,70,,N,N,137890,개원,20140703,,99991231,20140703,20231018
학원,3000020611,지아이에스(GIS)어학원,서울특별시 강남구 개포로22길 78,", 3층, 4층 (개포동, 경빌딩)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),15,160,,Y,N,6314,개원,20140710,20190613,20190801,20140710,20231206
학원,3000020635,라임매쓰(Lime Math)학원,서울특별시 서초구 방배로 98,", 5층(방배동)",입시.검정 및 보습,보통교과,보습,보습,68,76,,Y,N,6665,개원,20140715,,99991231,20140715,20231119
학원,3000020667,씨오엘아카데미학원,서울특별시 서초구 신반포로45길 18,", 지하1층 (잠원동)",기예(대),기예(중),"모델,",모델,30,73,,Y,N,137905,개원,20140718,,99991231,20140718,20231018
학원,3000020765,수학쟁이들학원,서울특별시 서초구 신반포로 143,", 5층 10호 (반포동,반포경남쇼핑센타)",입시.검정 및 보습,보통교과,,보습,16,76,,Y,N,137765,개원,20140714,,99991231,20140714,20231018
학원,3000020766,매쓰홀릭학원,서울특별시 서초구 사평대로28길 22,", 301호 (반포동)",입시.검정 및 보습,보통교과,,보습,180,92,,Y,N,137807,개원,20140728,,99991231,20140728,20231018
학원,3000020823,올림피아드함수학원,서울특별시 서초구 양재대로2길 116-6,", 501호,502호 (우면동)",입시.검정 및 보습,보통교과,"보습,",보습,204,103,,Y,N,137140,개원,20140801,,99991231,20140801,20231018
학원,3000020825,방배스즈키음악학원,서울특별시 서초구 방배로8길 4,", 201호,203호 (방배동)",예능(대),예능(중),,음악,180,61,,Y,N,137851,개원,20140731,,99991231,20140731,20231018
교습소,3000020863,영재음악교습소,서울특별시 서초구 반포대로 287,", 222호일부(222-1호) (반포동)",예능(대),예능(중),"유치원,초등 피아노",음악,6,6,,Y,N,6547,개원,20140804,,99991231,20140804,20231018
학원,3000020872,와이어트어학원,서울특별시 서초구 동광로33길 10-6,", 1층,2층 (반포동)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),12,163,,Y,N,137806,개원,20140811,20230727,20230802,20140811,20240225
학원,3000021059,아우다키아보습학원,서울특별시 서초구 고무래로10길 19,", 2층 (반포동)",입시.검정 및 보습,보통교과,"보습,",보습,970,92,,Y,N,137803,개원,20090728,,99991231,20090728,20231018
학원,3000021088,비트캠프강남학원,서울특별시 강남구 강남대로94길 20,", 5층, 6층 (역삼동)",직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",600,200,,Y,N,6134,개원,20100823,,99991231,20100823,20231224
학원,3000021129,커리어칼리지학원,서울특별시 서초구 사임당로 173,", 9층 전체 (서초동, 서전빌딩)",인문사회(대),인문사회(중),"경영,",경영,180,89,,Y,N,6626,개원,20140923,,99991231,20140923,20231018
학원,3000021130,리세움댄스스포츠학원,서울특별시 서초구 남부순환로 2634-8,", 201호 (양재동, 단성빌딩)",기예(대),기예(중),"댄스,",댄스,100,184,,Y,N,137886,개원,20140922,,99991231,20140922,20231018
학원,3000021214,제이엠(JM)영수전문학원,서울특별시 서초구 동산로14길 2,", 4층 (양재동)",입시.검정 및 보습,보통교과,"보습,",보습,60,69,,Y,N,137898,개원,20141001,,99991231,20141001,20231018
학원,3000021246,다솔음악학원,서울특별시 서초구 방배중앙로 111,", 2층 (방배동)",예능(대),예능(중),"음악,",음악,70,47,,Y,N,137834,개원,20141010,,99991231,20141010,20231018
학원,3000021248,유나이티드영재음악학원,서울특별시 서초구 남부순환로339길 13,", 5층,6층 (서초동)",예능(대),예능(중),,음악,5,117,,Y,N,137865,개원,20140922,,99991231,20140922,20231018
교습소,3000021362,원탑잉글리쉬(ONETOPENGLISH)영어교습소,서울특별시 서초구 방배로 100,", 402호 (방배동)",입시.검정 및 보습,보통교과,초등영어,보습,12,4,,Y,N,137842,개원,20141024,,99991231,20141024,20231018
교습소,3000021371,하다수학교습소,서울특별시 서초구 사평대로2길 10,", 3층 302호 (방배동)",입시.검정 및 보습,보통교과,,보습,4,4,,Y,N,137828,개원,20141007,,99991231,20141007,20231018
학원,3000021473,엠베스트학원,서울특별시 강남구 도곡로57길 9-11,", 1층~5층 (역삼동)",종합(대),,"보습?논술,진학상담지도",,54,204,,Y,N,6218,개원,20141107,,99991231,20141107,20231023
학원,3000021530,문준영&커넥트영어학원,서울특별시 서초구 서초대로19길 120,", 2층일부(202호) (방배동)",입시.검정 및 보습,보통교과,"보습,",보습,10,83,,Y,N,6562,개원,20141105,,99991231,20141105,20231018
학원,3000021586,서초우리들학원,서울특별시 서초구 서초대로51길 23,", 4층 (서초동, 서강빌딩)",입시.검정 및 보습,보통교과,"보습,",보습,64,70,,Y,N,137883,개원,20141110,,99991231,20141110,20231018
학원,3000021587,그레잇에듀학원,서울특별시 서초구 서초대로1길 30,", A동 201호 일부 (방배동, 방배1차현대아파트)",입시.검정 및 보습,보통교과,"보습,",보습,273,74,,Y,N,137937,개원,20141110,,99991231,20141110,20231018
교습소,3000021661,현진피아노교습소,서울특별시 서초구 반포대로 287,", 409호의 1/2 (반포동, 래미안퍼스티지 중심상가)",예능(대),예능(중),피아노,음악,4,4,피아노:200000,Y,N,6547,개원,20140821,,99991231,20140821,20231018
교습소,3000021668,코어아카데미영어교습소,서울특별시 서초구 사평대로45길 10-25,", 4층일부 (반포동, 반포자이주구중심상가2동)",입시.검정 및 보습,보통교과,영어,보습,4,7,,Y,N,137040,개원,20140828,,99991231,20140828,20231018
교습소,3000021674,내곡프린스턴영어교습소,서울특별시 서초구 헌릉로8길 60,", 207호 일부 (내곡동)",입시.검정 및 보습,보통교과,초등1,보습,63,9,,Y,N,6800,개원,20140901,,99991231,20140901,20231018
교습소,3000021680,슈베르트바이올린교습소,서울특별시 강남구 선릉로 225,312-1호 (도곡동),예능(대),예능(중),초급,음악,9,2,"초급:250000, 중급:300000, 입시:500000",Y,N,6276,개원,20140916,,99991231,20140916,20231018
교습소,3000021689,아트뮤지엄미술교습소,서울특별시 서초구 헌릉로8길 60,", 205호 (내곡동)",예능(대),보통교과,미술1,보습,24,6,"미술1:162000, 미술2:186000, 미술3:108000, 미술4:124000",Y,N,137180,개원,20141106,,99991231,20141106,20231018
학원,3000021854,수학과학의미학원,서울특별시 서초구 서초대로 355,", 204호, 205호 (서초동, 서초메이플라워맴버스빌)",입시.검정 및 보습,보통교과,"보습,",보습,46,75,,Y,N,6607,개원,20141215,,99991231,20141215,20231018
학원,3000021857,더큐브아카데미학원,서울특별시 서초구 강남대로 617,", 1층 전체 (잠원동, 대양빌딩)",종합(대),,"이?미용,미술,",,482,123,,Y,N,6524,개원,20141215,20190325,20190407,20141215,20231018
교습소,3000022038,윤선생우리집앞영어교실방일새라영어교습소,서울특별시 서초구 방배로 100,3층 301호(방배동),입시.검정 및 보습,보통교과,파닉스,보습,9,9,"파닉스:220000, 중등영어:350000, 리딩문법:240000",Y,N,6665,개원,20150105,,99991231,20150105,20231231
학원,3000022061,토즈스터디센터교대역독서실,서울특별시 서초구 서초중앙로24길 19,", 4층일부 (서초동)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),431,125,,Y,N,137883,개원,20150107,,99991231,20150107,20231018
학원,3000022062,코어원에듀학원,서울특별시 서초구 반포대로 287,", 413호 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,24,70,,Y,N,6547,개원,20150107,,99991231,20150107,20231018
학원,3000022075,토즈스터디센터방배독서실,서울특별시 서초구 방배중앙로29길 3,", 3층 일부 (방배동)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),1800,120,,Y,N,137828,개원,20150107,,99991231,20150107,20231018
학원,3000022122,주한영국문화원영러너서초어학원,서울특별시 서초구 서초중앙로24길 27,", 122호일부,123호일부,135호~139호 (서초동)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),260,230,,Y,N,6601,개원,20150116,,99991231,20150116,20240331
학원,3000022124,버밍엄영어전문학원,서울특별시 서초구 나루터로 43,", 5층 일부 (잠원동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,98,50,,Y,N,137906,개원,20150114,,99991231,20150114,20240225
학원,3000022155,마루국어논술학원,서울특별시 서초구 잠원로 24,", 308호 (반포동, 반포자이주구중심상가1동)",입시.검정 및 보습,보통교과,,보습,72,101,,N,N,137040,개원,20150119,,99991231,20150119,20231018
교습소,3000022212,한뮤직컴퍼니뮤지컬교습소,서울특별시 서초구 잠원로 24,", 406호 (반포동, 반포자이주구중심상가1동)",기타(대),기타(중),,연극,9,9,,Y,N,137040,개원,20150126,,99991231,20150126,20231018
교습소,3000022219,류지연음악교습소,서울특별시 서초구 효령로72길 57,", E-108호 (서초동, 서초트라팰리스)",예능(대),예능(중),피아노,음악,25,8,,Y,N,137923,개원,20150120,,99991231,20150120,20231018
교습소,3000022223,케이매쓰(K MATH)수학교습소,서울특별시 서초구 서초중앙로33길 6-6,", 5층 일부 (반포동)",입시.검정 및 보습,보통교과,수학,보습,25,6,"수학:400000, 수학:600000, 수학:800000, 수학:300000, 수학:400000",Y,N,6593,개원,20150114,,99991231,20150114,20231018
교습소,3000022230,킹스아카데미수학교습소,서울특별시 서초구 신반포로15길 29,", 211-1호 (반포동, 신반포상가)",입시.검정 및 보습,보통교과,수학,보습,8,4,,Y,N,137800,개원,20150114,,99991231,20150114,20240331
학원,3000022287,제이발레스튜디오학원,서울특별시 서초구 서초중앙로24길 15,", 4층 (서초동)",기예(대),기예(중),"무용(전통무용,현대무용),","무용(전통무용,현대무용)",213,48,,Y,N,137883,개원,20150204,,99991231,20150204,20231018
학원,3000022289,집단지성학원,서울특별시 서초구 서초중앙로 245,", 5층 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,240,138,,Y,N,6593,개원,20150204,,99991231,20150204,20231105
학원,3000022301,용문학원,서울특별시 서초구 서초대로51길 16,", 4층 (서초동, 영림)",입시.검정 및 보습,보통교과,,보습,30,69,,Y,N,137883,개원,20150206,,99991231,20150206,20231018
학원,3000022308,해커스해외대학입시전문학원,서울특별시 서초구 서초대로73길 12,", 7층 일부 (서초동, 세계빌딩)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),1039,150,,Y,N,137856,개원,20150116,,99991231,20150116,20231126
학원,3000022326,하우투스터디과학학원,서울특별시 서초구 고무래로8길 13,", 1층 (반포동, 항교빌딩)",입시.검정 및 보습,보통교과,"보습,",보습,44,72,,Y,N,6593,개원,20150209,,99991231,20150209,20231018
교습소,3000022339,수미상관한국어교습소,서울특별시 강남구 삼성로61길 12,", 1층 일부(좌측) (대치동)",입시.검정 및 보습,보통교과,문법,보습,15,2,"문법:70000, 현대문학:100000, 고전문학:100000, 비문학:135000, 문법특강:135000",Y,N,6209,개원,20150206,,99991231,20150206,20231018
교습소,3000022343,솔루니양재논술교습소,서울특별시 서초구 언남20길 6,", 2층 일부 (양재동)",입시.검정 및 보습,보통교과,초등논술,보습?논술,10,5,"초등논술:109000, 중등논술:139000",Y,N,137895,개원,20150129,,99991231,20150129,20231018
교습소,3000022361,지니어스입시미술교습소,서울특별시 서초구 효령로 181,", 501호 (서초동)",예능(대),예능(중),미술,미술,81,9,,Y,N,6667,개원,20150210,,99991231,20150210,20231018
학원,3000022397,황액터스학원,서울특별시 서초구 강남대로101길 27,", 2층,3층 (잠원동, 샘빌딩)",기예(대),기예(중),"연기(연극,뮤지컬,오페라)","연기(연극,뮤지컬,오페라)",48,68,,Y,N,137902,개원,20150205,,99991231,20150205,20240225
교습소,3000022482,아르코아트미술교습소,서울특별시 서초구 신반포로 100,", 2층 202호 (반포동, 래미안 퍼스티지 신반포역상가)",예능(대),예능(중),초등,미술,18,6,"초등:73000, 초등:146000, 중등:73000",Y,N,137040,개원,20150227,,99991231,20150227,20231018
교습소,3000022487,해법영어서초이수아카데미영어교습소,서울특별시 서초구 청두곶2길 3,", 1층 일부 (방배동)",입시.검정 및 보습,보통교과,영어,보습,35,5,"영어:270000, 영어:240000, 영어:300000, 영어:350000, 영어:420000, 영어:210000, 영어:200000",Y,N,137823,개원,20150223,,99991231,20150223,20231018
학원,3000022490,람아트스쿨학원,서울특별시 서초구 서초대로54길 29-17,", 1층 (서초동, 글로리아빌딩)",예능(대),예능(중),,미술,20,28,,N,N,137881,개원,20150225,,99991231,20150225,20231018
학원,3000022564,고수학학원,서울특별시 서초구 서초중앙로 229,", 4층일부 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,39,74,,Y,N,137803,개원,20150305,,99991231,20150305,20231018
교습소,3000022591,인바이올린교습소,서울특별시 서초구 신반포로 219,", 반포쇼핑타운8동 515호 (잠원동, 반포쇼핑타운)",예능(대),예능(중),바이올린초급,음악,30,4,"바이올린초급:120000, 바이올린중급:200000, 바이올린초등:120000, 바이올린초등:140000, 바이올린초등:150000, 바이올린초등:220000, 바이올린초등:240000, 바이올린초등:260000, 바이올린초등:300000, 바이올린초등:280000",Y,N,6512,개원,20150304,,99991231,20150304,20231018
학원,3000022598,숙명킨더아카데미학원,서울특별시 서초구 강남대로8길 23-11,", 1층,2층,3층,4층 (양재동)",종합(대),,"기타(소),실용외국어(유아/초?중?고)",,380,146,,Y,N,137897,개원,20150303,,99991231,20150303,20240317
학원,3000022599,씨이티(CET)영어학원,서울특별시 서초구 사평대로22길 36,", 2층 202호 (반포동)",입시.검정 및 보습,보통교과,"보습,",보습,8,42,,Y,N,137806,개원,20150305,,99991231,20150305,20231018
학원,3000022622,스페라학원,서울특별시 서초구 동작대로 160,", 201호 (방배동)",입시.검정 및 보습,보통교과,"보습,",보습,20,69,,Y,N,137852,개원,20150306,,99991231,20150306,20231018
학원,3000022626,신대산영어전문학원,서울특별시 서초구 효령로 184,", 3층 (방배동, 유신빌딩)",입시.검정 및 보습,보통교과,"보습,",보습,100,50,,Y,N,137850,개원,20150310,,99991231,20150310,20231018
학원,3000022645,더엠브릿지영어학원,서울특별시 서초구 양재대로2길 116-6,", 401호 (우면동)",입시.검정 및 보습,보통교과,,보습,120,82,,Y,N,137140,개원,20150310,,99991231,20150310,20231018
학원,3000022675,윤정영어학원,서울특별시 서초구 신반포로 189,", 3층 12~13호 (잠원동)",입시.검정 및 보습,보통교과,"보습,",보습,24,70,,Y,N,6512,개원,20131119,,99991231,20131119,20231018
학원,3000022687,제니스아카데미학원,서울특별시 서초구 헌릉로8길 9-8,", 501호,502호 (내곡동)",입시.검정 및 보습,보통교과,,보습?논술,50,117,,Y,N,6800,개원,20150311,,99991231,20150311,20231018
학원,3000022726,소도스카이학원,서울특별시 서초구 반포대로26길 75,", 2층 (서초동)",입시.검정 및 보습,보통교과,,보습?논술,135,74,,N,N,137874,개원,20150317,,99991231,20150317,20231018
학원,3000022727,포레스타음악학원,서울특별시 서초구 헌릉로8길 9-8,", 6층 603호 (내곡동)",예능(대),예능(중),"음악,",음악,9,57,,N,N,137180,개원,20150313,,99991231,20150313,20231018
학원,3000022743,이지에듀학원,서울특별시 서초구 강남대로10길 23,", 2층 (양재동)",입시.검정 및 보습,진학지도,진학상담지도,진학상담지도,58,74,,Y,N,6787,개원,20150317,,99991231,20150317,20240317
학원,3000022795,신대찬학원,서울특별시 서초구 신반포로 50,", 3층 307호 (반포동)",입시.검정 및 보습,보통교과,,보습?논술,40,60,,Y,N,137811,개원,20150325,,99991231,20150325,20231018
교습소,3000022815,바오밥나무미술교습소,서울특별시 서초구 헌릉로8길 9-8,", 505호 (내곡동)",예능(대),예능(중),미술,미술,27,9,"미술:150000, 미술:130000, 미술:110000",Y,N,137180,개원,20150318,,99991231,20150318,20231018
학원,3000022842,안스스피치학원,서울특별시 서초구 동광로 28,", 3층 (방배동)",기예(대),기예(중),"화술,",화술,34,55,,Y,N,137833,개원,20150327,,99991231,20150327,20231018
학원,3000022843,오은정국어논술전문학원,서울특별시 서초구 신반포로 219,", 8동 4층 6~8호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,80,68,,Y,N,137908,개원,20150327,,99991231,20150327,20231018
학원,3000022904,강남대성별관학원,서울특별시 서초구 서초대로52길 28,", 1층일부, 4층,5층,6층 (서초동, 대성학원)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,1240,862,,Y,N,6634,개원,20150402,,99991231,20150402,20240324
학원,3000022933,서준학원지혜관학원,서울특별시 서초구 효령로 186,", 2층 (방배동)",입시.검정 및 보습,보통교과,보습,보습,127,70,,Y,N,6707,개원,20150410,,99991231,20150410,20240317
학원,3000022961,그린램프라이브러리반포캠퍼스독서실,서울특별시 서초구 고무래로 22,", 5층일부 (반포동, 쌍동빌딩 서관)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),160,80,,N,N,137803,개원,20150413,,99991231,20150413,20231018
학원,3000022974,소도스카이원격학원,서울특별시 서초구 반포대로26길 75,", 4층 (서초동)",입시.검정 및 보습,보통교과,,보습?논술,450,90,,Y,N,137874,개원,20150331,,99991231,20150331,20231018
학원,3000023040,자유의날개국어논술학원,서울특별시 서초구 효령로46길 5,", 4층501호 (서초동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,130,82,,Y,N,137869,개원,20150422,,99991231,20150422,20231018
학원,3000023062,소다뮤직아카데미학원,서울특별시 서초구 서초대로48길 107,", 1층 (서초동)",예능(대),예능(중),"음악,",음악,140,49,,Y,N,137875,개원,20150430,,99991231,20150430,20231018
교습소,3000023066,최신고등수학교습소,서울특별시 서초구 도구로 112,", 2층 202호 (방배동)",입시.검정 및 보습,보통교과,,보습,7,7,,Y,N,137838,개원,20150408,,99991231,20150408,20231018
학원,3000023099,박문각강남고시1별관학원,서울특별시 서초구 강남대로61길 19,", 301호,302호,305호 (서초동)",인문사회(대),인문사회(중),,성인고시,600,338,,Y,N,137856,개원,20150506,,99991231,20150506,20231018
교습소,3000023129,윤쌤수학교습소,서울특별시 서초구 명달로4길 4,", 203호 (서초동, 한빛빌딩)",입시.검정 및 보습,보통교과,,보습,10,5,,Y,N,137868,개원,20150417,,99991231,20150417,20231018
